Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID,read_dates,genres
243370,No Man's Land,Dương Thu Hương,"Hương, Dương Thu","Nina McPherson, Phan Huy Đường","=""0786888571""","=""9780786888573""",0,3.82,Hachette Books,Paperback,460,2006,2002,,2017/07/11,to-read,to-read (#350),to-read,,,,0,,,0,,,,,,,
53629,Paradise of the Blind,Dương Thu Hương,"Hương, Dương Thu","Nina McPherson, Phan Huy Đường","=""0060505591""","=""9780060505592""",0,3.70,William Morrow Paperbacks,Paperback,270,2002,1988,,2017/07/11,to-read,to-read (#349),to-read,,,,0,,,0,,,,,,,"Fiction|17;Womens|10;Cultural,Asia|9"
12987271,The Zenith,Dương Thu Hương,"Hương, Dương Thu","Stephen B. Young, Hoa P. Young","=""0670023752""","=""9780670023752""",0,3.31,Viking,Hardcover,528,2012,2009,,2017/07/11,to-read,to-read (#348),to-read,,,,0,,,0,,,,,,,"Fiction|8;Novels|4;Literature,Asian Literature|2"
28445595,L'Arbre du pays Toraja,Philippe Claudel,"Claudel, Philippe",,"=""""","=""""",3,3.58,Stock,Kindle Edition,104,2016,2016,,2017/07/08,,,read,,,,1,,,0,,,,,,,"Fiction|2;Cultural,France|2;Literature|2"
3805,The Corrections,Jonathan Franzen,"Franzen, Jonathan",,"=""1841156736""","=""9781841156736""",0,3.78,Fourth Estate Paperbacks,Paperback,653,2002,2001,,2017/05/21,to-read,to-read (#347),to-read,,,,0,,,0,,,,,,,Fiction|2736;Contemporary|323;Novels|257
7445,The Glass Castle,Jeannette Walls,"Walls, Jeannette",,"=""074324754X""","=""9780743247542""",0,4.24,Scribner,Paperback,288,2006,2005,,2017/05/19,to-read,to-read (#346),to-read,,,,0,,,0,,,,,,,"Nonfiction|4897;Autobiography,Memoir|4336;Biography|1309"
8228725,Retour à Reims,Didier Eribon,"Eribon, Didier",,"=""2213638349""","=""9782213638348""",0,4.29,Fayard,,247,2009,2009,,2017/05/07,to-read,to-read (#345),to-read,,,,0,,,0,,,,,,,"Nonfiction|19;Politics|11;Sociology|10;Biography|9;Cultural,France|7;Autobiography,Memoir|4"
20507062,En finir avec Eddy Bellegueule,Édouard Louis,"Louis, Édouard",,"=""2021117707""","=""9782021117707""",0,3.80,Seuil,Paperback,220,2014,2014,,2017/05/07,to-read,to-read (#344),to-read,,,,0,,,0,,,,,,,"Fiction|90;Cultural,France|42;Glbt|36;Glbt,Queer|23"
16282857,My Struggle: Book 1,Karl Ove Knausgård,"Knausgård, Karl Ove","Don Bartlett, Edoardo Ballerini","=""""","=""""",0,4.08,Recorded Books ,Audiobook,,2014,2009,,2017/05/07,to-read,to-read (#343),to-read,,,,0,,,0,,,,,,,"Nonfiction|173;Biography|113;Contemporary|87;European Literature,Scandinavian Literature|69;Literature|55"
30624589,Adults in the Room: My Battle With Europe’s Deep Establishment,Yanis Varoufakis,"Varoufakis, Yanis",,"=""184792445X""","=""9781847924452""",0,4.46,The Bodley Head,Hardcover,560,2017,,,2017/05/03,to-read,to-read (#342),to-read,,,,0,,,0,,,,,,,"Nonfiction|17;Politics|14;Economics|13;Autobiography,Memoir|8;History|4"
776492,Nadie me verá llorar,Cristina Rivera Garza,"Garza, Cristina Rivera",,"=""9687723858""","=""9789687723853""",0,3.80,Tusquets,Paperback,208,2000,1999,,2017/04/26,to-read,to-read (#341),to-read,,,,0,,,0,,,,,,,
760,Memories of My Melancholy Whores,Gabriel García Márquez,"Márquez, Gabriel García",Edith Grossman,"=""0307278492""","=""9780307278492""",0,3.59,Vintage International,Mass Market Paperback,115,2006,2004,,2017/04/16,,,read,,,,1,,,0,,,,,,,Romance|129;Magical Realism|116;Literary Fiction|47;Nobel Prize|45;Contemporary|43
14032,House of the Sleeping Beauties and Other Stories,Yasunari Kawabata,"Kawabata, Yasunari","Yukio Mishima, Edward G. Seidensticker","=""4770029756""","=""9784770029751""",0,3.69,Kodansha International,Paperback,148,2004,1960,,2017/04/16,to-read,to-read (#340),to-read,,,,0,,,0,,,,,,,"Novels|27;Classics|23;Fiction|12;Asian Literature,Japanese Literature|12"
13752,The Master of Go (Vintage International),Yasunari Kawabata,"Kawabata, Yasunari",Edward G. Seidensticker,"=""0679761063""","=""9780679761068""",0,3.83,Vintage,Paperback,189,1996,1954,,2017/04/16,to-read,to-read (#339),to-read,,,,0,,,0,,,,,,,"Cultural,Japan|111;Asian Literature,Japanese Literature|92;Fiction|64;Literature|31;Classics|26;Games,Go|25"
7170627,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""1439107955""","=""9781439107959""",0,4.29,Scribner,Hardcover,571,2010,2010,,2017/04/15,to-read,to-read (#338),to-read,,,,0,,,0,,,,,,,"Nonfiction|2341;Science|1673;History|729;Health,Medicine|613;Medical|347;Health|299"
10746542,The Sense of an Ending,Julian Barnes,"Barnes, Julian",,"=""0224094157""","=""9780224094153""",0,3.70,Jonathan Cape,Hardcover,150,2011,2011,,2017/04/11,to-read,to-read (#337),to-read,,,,0,,,0,,,,,,,"Fiction|2604;Literary Fiction|317;Contemporary|265;Literature|255;European Literature,British Literature|238"
18222673,Big Little Man: In Search of My Asian Self,Alex Tizon,"Tizon, Alex",,"=""0547450486""","=""9780547450483""",0,3.96,Houghton Mifflin Harcourt,Hardcover,272,2014,2014,,2017/04/07,to-read,to-read (#336),to-read,,,,0,,,0,,,,,,,"Nonfiction|22;Autobiography,Memoir|21;Race|7;Biography|5;Cultural,Asia|4"
12083,Long Day's Journey Into Night,Eugene O'Neill,"O'Neill, Eugene",,"=""0300093055""","=""9780300093056""",0,4.07,Yale University Press,Paperback,179,2002,1956,,2017/04/06,to-read,to-read (#335),to-read,,,,0,,,0,,,,,,,"Plays|1055;Drama|443;Classics|362;Fiction|194;Plays,Theatre|141;Literature,American|65"
83017,The Tartar Steppe,Dino Buzzati,"Buzzati, Dino",Stuart Hood,"=""1567923046""","=""9781567923049""",0,4.13,David R. Godine,Paperback,198,2005,1940,,2017/04/06,to-read,to-read (#334),to-read,,,,0,,,0,,,,,,,"Fiction|197;European Literature,Italian Literature|109;Classics|100;Cultural,Italy|57"
426025,A Rose for Emily and Other Stories,William Faulkner,"Faulkner, William",,"=""0675093244""","=""9780675093248""",0,4.06,Merrill Publishing Company,Hardcover,140,1970,1930,,2017/03/14,to-read,to-read (#333),to-read,,,,0,,,0,,,,,,,Classics|487;Short Stories|440;Fiction|214;Horror|107
373755,"Absalom, Absalom!",William Faulkner,"Faulkner, William",,"=""0679732187""","=""9780679732181""",0,3.96,Vintage,Paperback,320,1991,1936,,2017/03/14,to-read,to-read (#332),to-read,,,,0,,,0,,,,,,,"Classics|934;Fiction|903;Literature|213;Literature,American|128"
78433,The Blind Assassin,Margaret Atwood,"Atwood, Margaret",,"=""1860498809""","=""9781860498800""",0,3.95,Virago Press Ltd,Paperback,637,2001,2000,,2017/03/08,to-read,to-read (#331),to-read,,,,0,,,0,,,,,,,"Fiction|2851;Historical,Historical Fiction|869;Mystery|382;Cultural,Canada|348"
38447,The Handmaid's Tale,Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",0,4.06,Anchor Books,Paperback,311,1998,1985,,2017/03/08,to-read,to-read (#330),to-read,,,,0,,,0,,,,,,,"Fiction|9897;Classics|5855;Science Fiction,Dystopia|4884;Science Fiction|4076;Feminism|2258"
23602562,Our Souls at Night,Kent Haruf,"Haruf, Kent",,"=""1101875895""","=""9781101875896""",0,3.96,Knopf,Hardcover,179,2015,2015,,2017/03/07,to-read,to-read (#329),to-read,,,,0,,,0,,,,,,,Fiction|940;Literary Fiction|118;Contemporary|116
7432243,Glaxo,Hernán Ronsino,"Ronsino, Hernán",,"=""9872514011""","=""9789872514013""",0,3.68,Eterna Cadencia Editora,,92,2009,2009,,2017/03/06,to-read,to-read (#328),to-read,,,,0,,,0,,,,,,,Fiction|12
1293976,Shyness and Dignity,Dag Solstad,"Solstad, Dag",Sverre Lyngstad,"=""1555974465""","=""9781555974466""",0,3.83,Graywolf Press,Paperback,150,2006,1994,,2017/03/06,to-read,to-read (#327),to-read,,,,0,,,0,,,,,,,"Fiction|26;European Literature,Scandinavian Literature|11;Novels|9;Contemporary|8"
119512,The Melancholy of Resistance,László Krasznahorkai,"Krasznahorkai, László",George Szirtes,"=""0811215040""","=""9780811215046""",4,4.20,New Directions,Paperback,320,2002,1989,2017/07/31,2017/03/06,,,read,,,,1,,,0,,,,,,"2017-07-19,2017-07-31","Fiction|152;Cultural,Hungary|53;European Literature,Hungarian Literature|52;Novels|34"
16241799,Seiobo There Below,László Krasznahorkai,"Krasznahorkai, László",Ottilie Mulzet,"=""0811219674""","=""9780811219679""",0,4.33,New Directions,Paperback,451,2013,2008,,2017/03/06,to-read,to-read (#326),to-read,,,,0,,,0,,,,,,,"Fiction|87;Cultural,Hungary|24;European Literature,Hungarian Literature|22;Literature|13;Cultural,Japan|13;Novels|10"
22819788,Charlotte,David Foenkinos,"Foenkinos, David",,"=""2070145689""","=""9782070145683""",0,4.19,Gallimard,Hardcover,224,2014,2014,,2017/03/06,to-read,to-read (#325),to-read,,,,0,,,0,,,,,,,"Cultural,France|27;Art|24;Biography|24;Nonfiction|20"
30688435,Exit West,Mohsin Hamid,"Hamid, Mohsin",,"=""0735212171""","=""9780735212176""",0,3.83,Riverhead,Hardcover,231,2017,2017,,2017/03/06,to-read,to-read (#324),to-read,,,,0,,,0,,,,,,,Fiction|863;Magical Realism|312;Fantasy|204;Literary Fiction|169;Contemporary|163
16071377,The Vorrh,Brian Catling,"Catling, Brian",Alan Moore,"=""0957142714""","=""9780957142718""",0,3.51,Honest Publishing,Paperback,485,2012,2015,,2017/03/06,to-read,to-read (#323),to-read,,,,0,,,0,,,,,,,Fantasy|287;Fiction|113;Science Fiction|42;Abandoned|28
30689357,The Erstwhile,Brian Catling,"Catling, Brian",,"=""1101972726""","=""9781101972724""",0,3.87,Vintage,Paperback,480,2017,2017,,2017/03/06,to-read,to-read (#322),to-read,,,,0,,,0,,,,,,,"Fantasy|22;Fiction|18;Historical,Historical Fiction|4;Science Fiction Fantasy|3;Science Fiction|3"
30358505,The Refugees,Viet Thanh Nguyen,"Nguyen, Viet Thanh",,"=""0802126391""","=""9780802126399""",0,3.97,Grove Press,Hardcover,209,2017,2017,,2017/03/06,to-read,to-read (#321),to-read,,,,0,,,0,,,,,,,"Short Stories|379;Fiction|263;Cultural,Asia|36;Contemporary|32"
23168277,The Sympathizer,Viet Thanh Nguyen,"Nguyen, Viet Thanh",,"=""0802123457""","=""9780802123459""",3,4.00,Grove Press,Hardcover,371,2015,2015,2017/09/11,2017/03/06,,,read,,,,1,,,0,,,,,,"2017-08-06,2017-09-11","Fiction|1057;Historical,Historical Fiction|563;War|209;Cultural,Asia|148"
1292907,Boquitas pintadas,Manuel Puig,"Puig, Manuel",,"=""0140255796""","=""9780140255799""",0,3.85,Penguin Books,Paperback,240,1996,1969,,2017/02/27,to-read,to-read (#320),to-read,,,,0,,,0,,,,,,,"Fiction|25;European Literature,Spanish Literature|18;Cultural,Latin American|17"
63219,El beso de la mujer araña,Manuel Puig,"Puig, Manuel",,"=""0679755454""","=""9780679755456""",0,3.94,Vintage Espanol,Paperback,288,1994,1976,,2017/02/27,to-read,to-read (#319),to-read,,,,0,,,0,,,,,,,"Fiction|249;Cultural,Latin American|56;Glbt|52;Classics|41"
10884247,Swing Low: A Life,Miriam Toews,"Toews, Miriam",,"=""0062070169""","=""9780062070166""",0,4.10,HarperCollins Publishers,Paperback,240,2011,2000,,2017/02/05,to-read,to-read (#318),to-read,,,,0,,,0,,,,,,,"Nonfiction|42;Autobiography,Memoir|37;Biography|15;Cultural,Canada|11"
10238952,Irma Voth,Miriam Toews,"Toews, Miriam",,"=""0307400689""","=""9780307400680""",0,3.46,Knopf Canada,Hardcover,272,2011,2011,,2017/02/05,to-read,to-read (#317),to-read,,,,0,,,0,,,,,,,"Fiction|105;Cultural,Canada|46;Contemporary|15"
13374,A Complicated Kindness,Miriam Toews,"Toews, Miriam",,"=""1582433224""","=""9781582433226""",0,3.64,Counterpoint,Paperback,253,2005,2004,,2017/02/05,to-read,to-read (#316),to-read,,,,0,,,0,,,,,,,"Fiction|414;Cultural,Canada|230;Contemporary|45"
11455485,Satantango,László Krasznahorkai,"Krasznahorkai, László",George Szirtes,"=""0811217345""","=""9780811217347""",0,4.13,New Directions,Hardcover,274,2012,1985,,2016/12/20,to-read,to-read (#315),to-read,,,,0,,,0,,,,,,,"Fiction|170;European Literature,Hungarian Literature|65;Cultural,Hungary|47;Literature|29;Novels|27"
6801335,Alone in Berlin,Hans Fallada,"Fallada, Hans","Michael Hofmann, Geoff Wilkes","=""014118938X""","=""9780141189383""",0,4.21,Penguin Classics,Paperback,588,2009,1947,,2016/12/19,to-read,to-read (#314),to-read,,,,0,,,0,,,,,,,"Fiction|120;Historical,Historical Fiction|101;War,World War II|49;War|43"
26131294,2084: La fin du monde,Boualem Sansal,"Sansal, Boualem",,"=""""","=""""",0,2.98,Gallimard,Kindle Edition,288,2015,2015,,2016/12/13,to-read,to-read (#313),to-read,,,,0,,,0,,,,,,,"Fiction|21;Cultural,France|12;Science Fiction,Dystopia|10;Science Fiction|8"
9119848,La Perfection du tir,Mathias Énard,"Énard, Mathias",,"=""2742776915""","=""9782742776917""",0,3.49,Babel,Mass Market Paperback,180,2008,2003,,2016/12/13,to-read,to-read (#312),to-read,,,,0,,,0,,,,,,,"Cultural,France|2"
25678119,Boussole,Mathias Énard,"Énard, Mathias",,"=""2330053126""","=""9782330053123""",0,3.64,Actes Sud,Paperback,400,2015,2015,,2016/12/13,to-read,to-read (#311),to-read,,,,0,,,0,,,,,,,"Fiction|37;Cultural,France|14;European Literature,French Literature|14;Literature|6;Literary Fiction|5"
8519058,Zone,Mathias Énard,"Énard, Mathias",Charlotte Mandell,"=""1934824267""","=""9781934824269""",0,4.13,Open Letter,Paperback,517,2010,2008,,2016/12/13,to-read,to-read (#310),to-read,,,,0,,,0,,,,,,,"Fiction|43;Cultural,France|23;Literature|10;European Literature,French Literature|8;Novels|7"
31842429,Patria,Fernando Aramburu,"Aramburu, Fernando",,"=""""","=""""",0,4.41,Tusquets,Kindle Edition,646,2016,2016,,2016/12/13,to-read,to-read (#309),to-read,,,,0,,,0,,,,,,,"Fiction|12;European Literature,Spanish Literature|11;Drama|7"
29797413,La España vacía: Viaje por un país que nunca fue,Sergio del Molino,"Molino, Sergio del",,"=""""","=""9788416354146""",0,4.05,Turner,Paperback,296,2016,2016,,2016/12/13,to-read,to-read (#308),to-read,,,,0,,,0,,,,,,,Nonfiction|4
30067983,Magistral,Rubén Martín Giráldez,"Giráldez, Rubén Martín",,"=""""","=""9788494256592""",0,3.77,Jekyll & Jill,Paperback,100,2016,,,2016/12/13,to-read,to-read (#307),to-read,,,,0,,,0,,,,,,,Fiction|2
80660,We Need to Talk About Kevin,Lionel Shriver,"Shriver, Lionel",,"=""006112429X""","=""9780061124297""",0,4.07,Harper Perennial,Paperback,400,2006,2003,,2016/12/13,to-read,to-read (#306),to-read,,,,0,,,0,,,,,,,"Fiction|1899;Contemporary|425;Thriller|261;Mystery,Crime|180"
28007895,"The Return: Fathers, Sons, and the Land in Between",Hisham Matar,"Matar, Hisham",,"=""034580774X""","=""9780345807748""",0,4.18,Knopf Canada,Hardcover,288,2016,2016,,2016/12/03,to-read,to-read (#305),to-read,,,,0,,,0,,,,,,,"Nonfiction|159;Autobiography,Memoir|101;Biography|49;History|43;Northern Africa,Libya|27;Cultural,Africa|25"
25852784,Evicted: Poverty and Profit in the American City,Matthew Desmond,"Desmond, Matthew",,"=""0553447432""","=""9780553447439""",0,4.48,Crown,Hardcover,418,2016,2016,,2016/12/03,to-read,to-read (#304),to-read,,,,0,,,0,,,,,,,"Nonfiction|1313;Sociology|154;Politics|145;History|133;Social Movements,Social Justice|122"
30078108,War and Turpentine,Stefan Hertmans,"Hertmans, Stefan",David McKay,"=""""","=""9781925240207""",0,3.91,Text Publishing ,Paperback,304,2016,2013,,2016/12/03,to-read,to-read (#303),to-read,,,,0,,,0,,,,,,,"Fiction|83;Historical,Historical Fiction|55;War|30;Literature|26"
25489025,The Vegetarian,Han Kang,"Kang, Han",Deborah     Smith,"=""0553448188""","=""9780553448184""",0,3.59,Hogarth,Hardcover,188,2016,2007,,2016/12/03,to-read,to-read (#302),to-read,,,,0,,,0,,,,,,"2017-10-06,2017-10-06",Fiction|1281;Contemporary|366;Literary Fiction|214
30555488,The Underground Railroad,Colson Whitehead,"Whitehead, Colson",,"=""0385542364""","=""9780385542364""",0,4.04,Doubleday Books,Hardcover,306,2016,2016,,2016/12/03,to-read,to-read (#301),to-read,,,,0,,,0,,,,,,,"Historical,Historical Fiction|2644;Fiction|2213;Historical|463"
25810398,The Association of Small Bombs,Karan Mahajan,"Mahajan, Karan",,"=""0525429638""","=""9780525429630""",0,3.59,Viking,Hardcover,288,2016,2016,,2016/12/03,to-read,to-read (#300),to-read,,,,0,,,0,,,,,,,"Fiction|452;Cultural,India|108;Literary Fiction|60;Contemporary|57;Novels|38;Cultural,Asia|37"
20819685,The Bone Clocks,David Mitchell,"Mitchell, David",,"=""1400065674""","=""9781400065677""",0,3.81,Random House,Hardcover,624,2014,2014,,2016/11/18,to-read,to-read (#299),to-read,,,,0,,,0,,,,,,,Fiction|1700;Fantasy|1423;Science Fiction|477
18693763,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,"=""159420571X""","=""9781594205712""",0,3.78,Penguin Press,Hardcover,304,2014,2014,,2016/11/18,to-read,to-read (#298),to-read,,,,0,,,0,,,,,,,Fiction|363;Audiobook|347;Contemporary|181
18465852,The Book of Unknown Americans,Cristina Henriquez,"Henriquez, Cristina",,"=""0385350848""","=""9780385350846""",0,3.85,Knopf,Hardcover,286,2014,2014,,2016/11/18,to-read,to-read (#297),to-read,,,,0,,,0,,,,,,,Fiction|845;Contemporary|128;Audiobook|88
18339630,All My Puny Sorrows,Miriam Toews,"Toews, Miriam",,"=""0345808002""","=""9780345808004""",0,3.93,Knopf Canada,Hardcover,321,2014,2014,,2016/11/18,to-read,to-read (#296),to-read,,,,0,,,0,,,,,,,"Fiction|434;Cultural,Canada|141;Contemporary|81;Literary Fiction|51"
18114068,Redeployment,Phil Klay,"Klay, Phil",,"=""1594204993""","=""9781594204999""",0,3.98,Penguin Press,Hardcover,288,2014,2014,,2016/11/18,to-read,to-read (#295),to-read,,,,0,,,0,,,,,,,"Short Stories|575;Fiction|536;War|293;War,Military|140"
17402288,Dept. of Speculation,Jenny Offill,"Offill, Jenny",,"=""0385350813""","=""9780385350815""",0,3.72,Knopf,Hardcover,179,2014,2014,,2016/11/18,to-read,to-read (#294),to-read,,,,0,,,0,,,,,,,Fiction|360;Contemporary|57;Adult Fiction|52;Literary Fiction|47;Novels|45
18467818,An Untamed State,Roxane Gay,"Gay, Roxane",,"=""0802122515""","=""9780802122513""",0,4.05,"Grove Press, Black Cat",Paperback,368,2014,2014,,2016/11/18,to-read,to-read (#293),to-read,,,,0,,,0,,,,,,,Fiction|627;Contemporary|124;Literary Fiction|87;Feminism|62
21535396,Preparation for the Next Life,Atticus Lish,"Lish, Atticus",,"=""0988518333""","=""9780988518339""",0,3.75,Tyrant Books,Paperback,417,2014,2014,,2016/11/18,to-read,to-read (#292),to-read,,,,0,,,0,,,,,,,Fiction|154;Contemporary|23;Abandoned|17;Novels|14;New York|14
13366259,The Yellow Birds,Kevin Powers,"Powers, Kevin",,"=""0316219363""","=""9780316219365""",0,3.74,"Little, Brown and Company",Hardcover,226,2012,2012,,2016/11/18,to-read,to-read (#291),to-read,,,,0,,,0,,,,,,,"Fiction|598;War|256;Historical,Historical Fiction|109;War,Military|68;Literary Fiction|66"
133518,The Things They Carried,Tim O'Brien,"O'Brien, Tim",,"=""0767902890""","=""9780767902892""",0,4.12,Broadway,Paperback,246,1998,1990,,2016/11/18,to-read,to-read (#290),to-read,,,,0,,,0,,,,,,,"Academic,School|551;Nonfiction|374;Literature|294;War,Military|283"
63034,Los detectives salvajes,Roberto Bolaño,"Bolaño, Roberto",,"=""8433966634""","=""9788433966636""",0,4.09,Anagrama,Paperback,624,2004,1998,,2016/11/18,to-read,to-read (#289),to-read,,,,0,,,0,,,,,,,"Fiction|819;Novels|111;Cultural,Latin American|98;Abandoned|92"
13526165,"Where'd You Go, Bernadette",Maria Semple,"Semple, Maria",,"=""0316204277""","=""9780316204279""",0,3.90,"Little, Brown and Company",Hardcover,330,2012,2012,,2016/11/18,to-read,to-read (#288),to-read,,,,0,,,0,,,,,,,"Fiction|3840;Humor|1079;Contemporary|761;Mystery|649;Womens Fiction,Chick Lit|560"
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",0,4.07,Vintage,Paperback,559,2004,1992,,2016/11/18,to-read,to-read (#287),to-read,,,,0,,,0,,,,,,,Fiction|3778;Mystery|1386;Contemporary|657
11346,Sula,Toni Morrison,"Morrison, Toni",,"=""0452283868""","=""9780452283862""",0,3.86,Plume,Paperback,192,2002,1973,,2016/11/18,to-read,to-read (#286),to-read,,,,0,,,0,,,,,,,"Fiction|1209;Classics|397;Cultural,African American|233;Historical,Historical Fiction|208;Literature|143"
11529868,The Orphan Master's Son,Adam Johnson,"Johnson, Adam",,"=""0812992792""","=""9780812992793""",0,4.06,Random House,Hardcover,443,2012,2012,,2016/11/18,to-read,to-read (#285),to-read,,,,0,,,0,,,,,,,"Fiction|1608;Historical,Historical Fiction|415;Cultural,Asia|186"
60931,Kindred,Octavia E. Butler,"Butler, Octavia E.",,"=""0807083690""","=""9780807083697""",0,4.19,Beacon Press,Paperback,287,2004,1979,,2016/11/18,to-read,to-read (#284),to-read,,,,0,,,0,,,,,,,"Historical,Historical Fiction|1492;Fiction|1444;Fantasy|761;Science Fiction|753;Science Fiction,Time Travel|452"
1098486,The Center Cannot Hold: My Journey Through Madness,Elyn R. Saks,"Saks, Elyn R.",,"=""140130138X""","=""9781401301385""",0,4.23,Hachette Books,Hardcover,340,2007,2007,,2016/11/15,to-read,to-read (#283),to-read,,,,0,,,0,,,,,,,"Nonfiction|276;Psychology|270;Autobiography,Memoir|248;Health,Mental Health|125;Mental Health,Mental Illness|111"
59415,Terra Nostra,Carlos Fuentes,"Fuentes, Carlos","Margaret Sayers Peden, Milan Kundera, Jorge Volpi","=""1564782875""","=""9781564782878""",0,4.09,Dalkey Archive Press,Paperback,785,2003,1975,,2016/10/05,to-read,to-read (#282),to-read,,,,0,,,0,,,,,,,"Fiction|48;Historical,Historical Fiction|20;European Literature,Spanish Literature|13;Literature|12;Novels|9"
103627,Body and Soul,Frank Conroy,"Conroy, Frank",,"=""038531986X""","=""9780385319867""",0,4.28,Delta,Paperback,464,1998,1993,,2016/10/05,to-read,to-read (#281),to-read,,,,0,,,0,,,,,,,"Fiction|72;Music|29;Historical,Historical Fiction|15;Young Adult,Coming Of Age|12;New York|9"
17905709,The Narrow Road to the Deep North,Richard Flanagan,"Flanagan, Richard",,"=""1741666708""","=""9781741666700""",0,4.00,Vintage Australia,Paperback,467,2013,2013,,2016/09/24,to-read,to-read (#280),to-read,,,,0,,,0,,,,,,,"Fiction|831;Historical,Historical Fiction|797;War|232;Cultural,Australia|185;Historical|151"
24997390,A Strangeness in My Mind,Orhan Pamuk,"Pamuk, Orhan",Ekin Oklap,"=""0571275974""","=""9780571275977""",0,4.07,Faber & Faber,Hardcover,624,2015,2014,,2016/09/24,to-read,to-read (#279),to-read,,,,0,,,0,,,,,,,"Fiction|207;Asian Literature,Turkish Literature|42;Contemporary|29;Cultural,Turkish|29;Novels|25;Historical,Historical Fiction|24"
62793,Spring Snow,Yukio Mishima,"Mishima, Yukio",Michael Gallagher,"=""0099282992""","=""9780099282990""",0,4.15,Vintage,Paperback,389,2000,1968,,2016/09/24,to-read,to-read (#278),to-read,,,,0,,,0,,,,,,,"Fiction|379;Cultural,Japan|308;Asian Literature,Japanese Literature|215;Historical,Historical Fiction|140;Classics|91"
162332,The Sailor Who Fell from Grace with the Sea,Yukio Mishima,"Mishima, Yukio",John Nathan,"=""0679750150""","=""9780679750154""",0,3.89,Vintage,Paperback,181,1994,1963,,2016/09/24,to-read,to-read (#277),to-read,,,,0,,,0,,,,,,,"Fiction|418;Cultural,Japan|278;Asian Literature,Japanese Literature|206;Classics|98;Literature|72"
5826,Bel Canto,Ann Patchett,"Patchett, Ann",,"=""0060838728""","=""9780060838720""",0,3.92,Harper Perennial,Paperback,352,2005,2001,,2016/09/24,to-read,to-read (#276),to-read,,,,0,,,0,,,,,,,Fiction|3200;Contemporary|306;Book Club|260;Literary Fiction|246
28214365,Commonwealth,Ann Patchett,"Patchett, Ann",,"=""0062491792""","=""9780062491794""",0,3.84,Harper,Hardcover,322,2016,2016,,2016/09/24,to-read,to-read (#275),to-read,,,,0,,,0,,,,,,,"Fiction|1391;Literary Fiction|175;Historical,Historical Fiction|166"
22522805,The Buried Giant,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""030727103X""","=""9780307271037""",0,3.42,Knopf,Hardcover,317,2015,2015,,2016/09/24,to-read,to-read (#274),to-read,,,,0,,,0,,,,,,,"Fantasy|1449;Fiction|1197;Historical,Historical Fiction|348;Literary Fiction|156;Abandoned|145"
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385539258""","=""9780385539258""",0,4.27,Doubleday,Hardcover,720,2015,2015,,2016/09/24,to-read,to-read (#273),to-read,,,,0,,,0,,,,,,,Fiction|1973;Contemporary|589;Literary Fiction|303
25334576,Grief is the Thing with Feathers,Max Porter,"Porter, Max",,"=""0571323766""","=""9780571323760""",0,3.90,Faber & Faber,Hardcover,114,2015,2015,,2016/09/24,to-read,to-read (#272),to-read,,,,0,,,0,,,,,,,Poetry|463;Fiction|355;Magical Realism|101;Contemporary|86
6969,Emma,Jane Austen,"Austen, Jane",Fiona Stafford,"=""0141439580""","=""9780141439587""",3,3.99,Penguin Books,Paperback,474,2003,1815,2016/09/15,2016/09/11,,,read,,,,1,,,0,,,,,,"2016-09-11,2016-09-15","Classics|16215;Fiction|4531;Romance|3089;Historical,Historical Fiction|982"
707060,The Good Terrorist,Doris Lessing,"Lessing, Doris",,"=""0586090045""","=""9780586090046""",0,3.67,Flamingo,Paperback,400,2003,1985,,2016/08/24,to-read,to-read (#271),to-read,,,,0,,,0,,,,,,,"Fiction|103;Literature|21;Novels|17;Literary Fiction|13;European Literature,British Literature|10"
17934530,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104093""","=""9780374104092""",0,3.63,FSG Originals,Paperback,195,2014,2014,,2016/08/20,to-read,to-read (#270),to-read,,,,0,,,0,,,,,,,"Science Fiction|1471;Fiction|1135;Horror|1048;Fantasy|475;Mystery|251;Science Fiction,Dystopia|239"
25242224,"The Story of the Lost Child (The Neapolitan Novels, #4)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""1609452860""","=""9781609452865""",0,4.39,Europa Editions,Paperback,480,2015,2014,,2016/08/11,to-read,to-read (#269),to-read,,,,0,,,0,,,,,,,"Fiction|573;Cultural,Italy|178;European Literature,Italian Literature|89;Historical,Historical Fiction|84;Novels|62;Contemporary|60"
