Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID,read_dates,genres
13055592,Redshirts,John Scalzi,"Scalzi, John",,"=""0765316994""","=""9780765316998""",0,3.84,Tor Books,Hardcover,320,2012,2012,,2015/11/26,to-read,to-read (#192),to-read,,,,0,,,0,,,,,,,Science Fiction|2767;Fiction|856;Audiobook|242;Science Fiction Fantasy|227
17333324,Ancillary Justice (Imperial Radch #1),Ann Leckie,"Leckie, Ann",,"=""031624662X""","=""9780316246620""",0,3.97,Orbit,Paperback,386,2013,2013,,2015/11/26,to-read,to-read (#191),to-read,,,,0,,,0,,,,,,,"Science Fiction|1424;Fiction|500;Science Fiction,Space Opera|203"
2744,Anansi Boys,Neil Gaiman,"Gaiman, Neil",,"=""0060515198""","=""9780060515195""",0,4.00,HarperCollins HarperTorch,Mass Market Paperback,384,2006,2005,,2015/11/26,to-read,to-read (#190),to-read,,,,0,,,0,,,,,,,"Fantasy|6766;Fiction|2352;Fantasy,Urban Fantasy|872;Fantasy,Mythology|517"
4407,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0747263744""","=""9780747263746""",0,4.11,Headline Review,Paperback,635,2005,2001,,2015/11/26,to-read,to-read (#189),to-read,,,,0,,,0,,,,,,,"Fantasy|16421;Fiction|6520;Fantasy,Urban Fantasy|2084;Fantasy,Mythology|1581;Science Fiction|837;Science Fiction Fantasy|830"
4703581,The City & the City,China Miéville,"Miéville, China",,"=""0345497511""","=""9780345497512""",0,3.91,Del Rey,Hardcover,312,2009,2009,,2015/11/26,to-read,to-read (#188),to-read,,,,0,,,0,,,,,,,"Fantasy|1395;Fiction|1021;Science Fiction|802;Mystery|762;Mystery,Crime|320;Fantasy,Urban Fantasy|227"
6931246,Kraken,China Miéville,"Miéville, China",,"=""034549749X""","=""9780345497499""",0,3.60,Del Rey,Hardcover,509,2010,2010,,2015/11/26,to-read,to-read (#187),to-read,,,,0,,,0,,,,,,,"Fantasy|1327;Fiction|511;Fantasy,Urban Fantasy|309;Science Fiction|225;Horror|186"
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255657""","=""9780062255655""",0,3.99,William Morrow Books,Hardcover,181,2013,2013,,2015/11/26,to-read,to-read (#186),to-read,,,,0,,,0,,,,,,,Fiction|5062;Fantasy|2574;Horror|1096;Magical Realism|1006;Adult|797
17910048,The Goblin Emperor,Katherine Addison,"Addison, Katherine",,"=""076532699X""","=""9780765326997""",0,4.05,Tor Books,Hardcover,446,2014,2014,,2015/11/26,to-read,to-read (#185),to-read,,,,0,,,0,,,,,,,"Fantasy|2465;Science Fiction,Steampunk|287;Fiction|270;Fantasy,High Fantasy|104;Science Fiction Fantasy|67"
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377063""","=""9780765377067""",0,4.01,Tor Books,Hardcover,400,2014,2007,,2015/11/26,to-read,to-read (#184),to-read,,,,0,,,0,,,,,,,"Science Fiction|502;Cultural,China|226;Science Fiction,Aliens|109"
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""0060512806""","=""9780060512804""",0,4.25,Avon,Paperback,1139,2002,1999,,2015/10/25,to-read,to-read (#183),to-read,,,,0,,,0,,,,,,,"Fiction|1917;Science Fiction|1548;Historical,Historical Fiction|669;Science Fiction,Cyberpunk|307"
12111823,"The Winds of Winter (A Song of Ice and Fire, #6)",George R.R. Martin,"Martin, George R.R.",,"=""0002247410""","=""9780002247412""",0,4.38,HarperVoyager,Hardcover,,,,,2015/10/25,to-read,to-read (#182),to-read,,,,0,,,0,,,,,,,Fantasy|1556;Fiction|283
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",0,4.31,Bantam,Kindle Edition,1125,2011,2011,,2015/10/25,to-read,to-read (#181),to-read,,,,0,,,0,,,,,,,"Fantasy|18634;Fiction|3635;Fantasy,Epic Fantasy|901"
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,"=""055358202X""","=""9780553582024""",0,4.10,Bantam Books,Mass Market Paperback,1061,2011,2005,,2015/10/25,to-read,to-read (#180),to-read,,,,0,,,0,,,,,,,"Fantasy|21663;Fiction|4227;Fantasy,Epic Fantasy|1039;Science Fiction Fantasy|785"
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,"=""055357342X""","=""9780553573428""",0,4.54,Bantam,Mass Market Paperback,1177,2003,2000,,2015/10/25,to-read,to-read (#179),to-read,,,,0,,,0,,,,,,,"Fiction|4425;Fantasy,Epic Fantasy|1082;Science Fiction Fantasy|851;Fantasy,High Fantasy|684"
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""0553381695""","=""9780553381696""",0,4.40,Bantam,Paperback,761,2002,1998,,2015/10/25,to-read,to-read (#178),to-read,,,,0,,,0,,,,,,,"Fantasy|26621;Fiction|5306;Fantasy,Epic Fantasy|1271"
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.42,Harvill Secker,Paperback,443,2014,2011,,2015/10/21,to-read,to-read (#177),to-read,,,,0,,,0,,,,,,,Nonfiction|2578;Anthropology|371;History|326;Philosophy|272
23719408,Under the Udala Trees,Chinelo Okparanta,"Okparanta, Chinelo",,"=""0544003446""","=""9780544003446""",0,3.93,Houghton Mifflin,Hardcover,328,2015,2015,,2015/08/31,to-read,to-read (#176),to-read,,,,0,,,0,,,,,,,"Fiction|258;Historical,Historical Fiction|178;Cultural,Africa|140;Glbt|123"
125523,The Half Brother,Lars Saabye Christensen,"Christensen, Lars Saabye",Kenneth  Steven,"=""1559707593""","=""9781559707596""",0,4.10,Arcade Publishing,Paperback,696,2005,2001,,2015/08/30,to-read,to-read (#175),to-read,,,,0,,,0,,,,,,,"Fiction|64;European Literature,Scandinavian Literature|22"
398323,Out Stealing Horses,Per Petterson,"Petterson, Per",Anne Born,"=""1555974708""","=""9781555974701""",0,3.79,Graywolf Press,Hardcover,258,2007,2003,,2015/08/30,to-read,to-read (#174),to-read,,,,0,,,0,,,,,,,"Fiction|772;European Literature,Scandinavian Literature|86;Novels|77;Book Club|74;Historical,Historical Fiction|70;Literary Fiction|52;Literature|49"
430027,"Brother, I'm Dying",Edwidge Danticat,"Danticat, Edwidge",,"=""1400041155""","=""9781400041152""",0,4.08,Knopf,Hardcover,272,2007,2007,,2015/08/30,to-read,to-read (#173),to-read,,,,0,,,0,,,,,,,"Autobiography,Memoir|149;Nonfiction|146;Biography|51"
1617,Night (The Night Trilogy #1),Elie Wiesel,"Wiesel, Elie",Marion Wiesel,"=""0374500010""","=""9780374500016""",0,4.30,Hill and Wang,Paperback,120,2006,1958,,2015/08/30,to-read,to-read (#172),to-read,,,,0,,,0,,,,,,,"Nonfiction|6087;Classics|4138;History|3136;Autobiography,Memoir|2623;World War II,Holocaust|1746;Biography|1479"
5211,A Fine Balance,Rohinton Mistry,"Mistry, Rohinton",,"=""140003065X""","=""9781400030651""",0,4.34,Vintage,Paperback,603,2001,1995,,2015/08/30,to-read,to-read (#171),to-read,,,,0,,,0,,,,,,,"Fiction|1634;Historical,Historical Fiction|674;Cultural,Canada|158"
13320466,The Twelve Tribes of Hattie,Ayana Mathis,"Mathis, Ayana",,"=""0385350287""","=""9780385350280""",0,3.46,Knopf,Hardcover,243,2012,2012,,2015/08/30,to-read,to-read (#170),to-read,,,,0,,,0,,,,,,,"Fiction|612;Historical,Historical Fiction|366;Cultural,African American|116;Historical|72;Audiobook|64;Adult Fiction|55;Family|52;Adult|52;Abandoned|40;Literary Fiction|38"
11208,How the García Girls Lost Their Accents ,Julia Alvarez,"Alvarez, Julia",,"=""0452287073""","=""9780452287075""",0,3.62,Plume,Paperback,304,2005,1991,,2015/08/30,to-read,to-read (#169),to-read,,,,0,,,0,,,,,,,"Fiction|628;Historical,Historical Fiction|136;Young Adult|79"
50696,The Ghost Writer,Philip Roth,"Roth, Philip",,"=""0099477572""","=""9780099477570""",0,3.81,Vintage,Paperback,179,2005,1979,,2015/08/30,to-read,to-read (#168),to-read,,,,0,,,0,,,,,,,"Fiction|252;Novels|38;Literature,American|35;Literature|35;Literary Fiction|31"
11206,In the Time of the Butterflies,Julia Alvarez,"Alvarez, Julia",,"=""0452274427""","=""9780452274426""",0,4.13,Plume,Paperback,324,1995,1994,,2015/08/30,to-read,to-read (#167),to-read,,,,0,,,0,,,,,,,"Historical,Historical Fiction|902;Fiction|821"
82751,Chinese Cinderella: The True Story of an Unwanted Daughter,Adeline Yen Mah,"Mah, Adeline Yen",,"=""0440228654""","=""9780440228653""",0,4.04,Laurel Leaf (Random House Children's Books ),Mass Market Paperback,205,2009,1999,,2015/08/30,to-read,to-read (#166),to-read,,,,0,,,0,,,,,,,"Nonfiction|569;Autobiography,Memoir|214;Biography|203;Cultural,China|153;Biography,Autobiography|108"
764,Del amor y otros demonios,Gabriel García Márquez,"Márquez, Gabriel García",,"=""0307350444""","=""9780307350442""",0,3.98,Plaza y Janes,Paperback,176,2006,1994,,2015/08/30,to-read,to-read (#165),to-read,,,,0,,,0,,,,,,,"Fiction|634;Magical Realism|247;Classics|201;Historical,Historical Fiction|88"
9777,The God of Small Things,Arundhati Roy,"Roy, Arundhati",,"=""0679457313""","=""9780679457312""",0,3.92,Random House,Hardcover,340,1997,1997,,2015/08/30,to-read,to-read (#164),to-read,,,,0,,,0,,,,,,,"Fiction|3415;Cultural,India|953;Contemporary|341;Historical,Historical Fiction|338"
10306358,We the Animals,Justin Torres,"Torres, Justin",,"=""0547576722""","=""9780547576725""",0,3.61,Houghton Mifflin Harcourt,Hardcover,128,2011,2011,,2015/08/30,to-read,to-read (#163),to-read,,,,0,,,0,,,,,,,"Fiction|402;Short Stories|60;Glbt|56;Contemporary|51;Young Adult,Coming Of Age|41;Novels|39;Adult Fiction|30;Glbt,Queer|29;Literary Fiction|27;Young Adult|23"
15811545,A Tale for the Time Being,Ruth Ozeki,"Ozeki, Ruth",,"=""0670026638""","=""9780670026630""",0,3.98,Viking,Hardcover,422,2013,2013,,2015/08/30,to-read,to-read (#162),to-read,,,,0,,,0,,,,,,,"Fiction|1889;Cultural,Japan|526;Contemporary|378;Historical,Historical Fiction|358;Magical Realism|334"
67,The Known World,Edward P. Jones,"Jones, Edward P.",,"=""0061159174""","=""9780061159176""",0,3.82,Amistad,Paperback,432,2006,2003,,2015/08/30,to-read,to-read (#161),to-read,,,,0,,,0,,,,,,,"Historical,Historical Fiction|688;Fiction|221;Cultural,African American|143"
23168294,Barefoot to Avalon: A Brother's Story,David     Payne,"Payne, David",,"=""0802123546""","=""9780802123541""",0,3.84,Atlantic Monthly Press,Hardcover,304,2015,2015,,2015/08/30,to-read,to-read (#160),to-read,,,,0,,,0,,,,,,,"Autobiography,Memoir|29;Nonfiction|18;Biography|4;Mental Health,Mental Illness|4;Health,Mental Health|3"
17286683,Men We Reaped,Jesmyn Ward,"Ward, Jesmyn",,"=""160819521X""","=""9781608195213""",0,4.03,Bloomsbury USA,Hardcover,256,2013,2013,,2015/08/30,to-read,to-read (#159),to-read,,,,0,,,0,,,,,,,"Autobiography,Memoir|399;Nonfiction|398;Race|75;Cultural,African American|63;Biography|61"
11250317,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""1408816032""","=""9781408816035""",0,4.27,Bloomsbury Publishing,Hardcover,352,2011,2011,,2015/08/30,to-read,to-read (#158),to-read,,,,0,,,0,,,,,,,"Historical,Historical Fiction|2132;Fantasy,Mythology|1081;Fantasy|1044;Glbt|1013;Fiction|990;Romance|802;Historical|746"
16143347,We Were Liars,E. Lockhart,"Lockhart, E.",,"=""""","=""""",0,3.85,Delacorte Press,Kindle Edition,242,2014,2014,,2015/08/30,to-read,to-read (#157),to-read,,,,0,,,0,,,,,,,Young Adult|5622;Contemporary|2569;Mystery|2142;Fiction|1827;Romance|983
15771862,Wave,Sonali Deraniyagala,"Deraniyagala, Sonali",,"=""""","=""""",0,3.70,Knopf,Kindle Edition,274,2013,2013,,2015/08/30,to-read,to-read (#156),to-read,,,,0,,,0,,,,,,,"Nonfiction|434;Autobiography,Memoir|412;Biography|97;Biography Memoir|46"
16073074,One Hundred Apocalypses and Other Apocalypses,Lucy Corin,"Corin, Lucy",,"=""1938073339""","=""9781938073335""",0,3.58,McSweeney's,Hardcover,192,2013,2013,,2015/08/29,to-read,to-read (#155),to-read,,,,0,,,0,,,,,,,Short Stories|58;Fiction|36;Science Fiction|8;Abandoned|3
155641,Notable American Women,Ben Marcus,"Marcus, Ben",,"=""0375713786""","=""9780375713781""",0,3.81,Vintage,Paperback,243,2002,2002,,2015/08/29,to-read,to-read (#154),to-read,,,,0,,,0,,,,,,,Fiction|61;Literary Fiction|7;Novels|6;Literature|5;Contemporary|4
101334,Remainder,Tom McCarthy,"McCarthy, Tom",,"=""0307278352""","=""9780307278357""",0,3.64,Vintage,Paperback,308,2007,2001,,2015/08/29,to-read,to-read (#153),to-read,,,,0,,,0,,,,,,,Fiction|72;Novels|31;Contemporary|22;Literature|21;Literary Fiction|18
23308445,Book of Numbers,Joshua Cohen,"Cohen, Joshua",,"=""0812996917""","=""9780812996913""",0,2.92,Random House,Hardcover,580,2015,2015,,2015/08/29,to-read,to-read (#152),to-read,,,,0,,,0,,,,,,,
9998,The Woman in the Dunes,Kōbō Abe,"Abe, Kōbō",E. Dale Saunders,"=""0679733787""","=""9780679733782""",0,3.91,Vintage,Paperback,256,1991,1962,,2015/08/29,to-read,to-read (#151),to-read,,,,0,,,0,,,,,,,"Fiction|508;Cultural,Japan|373;Asian Literature,Japanese Literature|295;Classics|117;Literature|97"
16158505,A Guide to Being Born: Stories,Ramona Ausubel,"Ausubel, Ramona",,"=""1594487952""","=""9781594487958""",0,3.70,Riverhead Books,Hardcover,198,2013,2013,,2015/08/29,to-read,to-read (#150),to-read,,,,0,,,0,,,,,,,Short Stories|310;Fiction|85;Magical Realism|55;Fantasy|16
206472,What the Living Do: Poems,Marie Howe,"Howe, Marie",,"=""0393318869""","=""9780393318869""",0,4.30,W. W. Norton,Paperback,91,1999,1997,,2015/08/29,to-read,to-read (#149),to-read,,,,0,,,0,,,,,,,Poetry|527;Contemporary|6;Death|5
5439,Interpreter of Maladies,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618101365""","=""9780618101368""",0,4.12,Houghton Mifflin Harcourt,Paperback,198,2000,1999,,2015/08/29,to-read,to-read (#148),to-read,,,,0,,,0,,,,,,,"Fiction|2565;Short Stories|2552;Cultural,India|623"
20613761,Citizen: An American Lyric,Claudia Rankine,"Rankine, Claudia",,"=""1555976905""","=""9781555976903""",0,4.30,Graywolf Press,Paperback,169,2014,2014,,2015/08/29,to-read,to-read (#147),to-read,,,,0,,,0,,,,,,,"Poetry|2015;Nonfiction|428;Race|188;Writing,Essays|174;Cultural,African American|85;Politics|68"
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",Lech Jęczmyk,"=""0441007317""","=""9780441007318""",0,4.05,Ace,Paperback,304,2000,1969,,2015/08/29,to-read,to-read (#146),to-read,,,,0,,,0,,,,,,,Science Fiction|889;Fiction|483;Fantasy|212
6277227,White is for Witching,Helen Oyeyemi,"Oyeyemi, Helen",,"=""0330458140""","=""9780330458146""",0,3.60,Picador USA,ebook,244,2009,2009,,2015/08/29,to-read,to-read (#145),to-read,,,,0,,,0,,,,,,,"Horror|332;Fiction|231;Fantasy|171;Gothic|117;Magical Realism|102;Fantasy,Paranormal|51"
14218,Elect Mr. Robinson for a Better World,Donald Antrim,"Antrim, Donald",,"=""0375725032""","=""9780375725036""",0,3.71,Vintage,Paperback,185,2001,1993,,2015/08/29,to-read,to-read (#144),to-read,,,,0,,,0,,,,,,,"Fiction|51;Novels|12;Humor,Comedy|4"
37398,Jazz,Toni Morrison,"Morrison, Toni",,"=""0452269652""","=""9780452269651""",0,3.78,Plume,Paperback,229,1993,1992,,2015/08/29,to-read,to-read (#143),to-read,,,,0,,,0,,,,,,,"Fiction|539;Historical,Historical Fiction|117;Cultural,African American|111;Classics|109;Literature|78"
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",0,4.02,Knopf,Hardcover,336,2014,2014,,2015/08/29,to-read,to-read (#142),to-read,,,,0,,,0,,,,,,,"Fiction|3864;Science Fiction|2086;Science Fiction,Dystopia|1454;Apocalyptic,Post Apocalyptic|1002"
16234584,The Drowned World,J.G. Ballard,"Ballard, J.G.",Martin Amis,"=""0871403625""","=""9780871403629""",0,3.55,Liveright,Paperback,198,2013,1962,,2015/08/29,to-read,to-read (#141),to-read,,,,0,,,0,,,,,,,"Science Fiction|279;Fiction|256;Apocalyptic,Post Apocalyptic|119;Science Fiction,Dystopia|101"
28434,JR,William Gaddis,"Gaddis, William",Frederick R. Karl,"=""0140187073""","=""9780140187076""",0,4.27,,Paperback,752,1993,1975,,2015/08/29,to-read,to-read (#140),to-read,,,,0,,,0,,,,,,,"Fiction|178;Classics|51;Literature|38;Literature,American|36;Novels|33"
190372,The Last Samurai,Helen DeWitt,"DeWitt, Helen",,"=""0786887001""","=""9780786887002""",0,4.17,Miramax Books,Paperback,530,2002,2000,,2015/08/29,to-read,to-read (#139),to-read,,,,0,,,0,,,,,,,"Fiction|263;Contemporary|33;Novels|25;Literature|20;Literature,American|19;Literary Fiction|17"
321552,The Agony and the Ecstasy,Irving Stone,"Stone, Irving",שמואל שניצר,"=""0451171357""","=""9780451171351""",0,4.09,Signet,Mass Market Paperback,776,1987,1958,,2015/08/29,to-read,to-read (#138),to-read,,,,0,,,0,,,,,,,"Historical,Historical Fiction|762;Fiction|459;Art|307;Classics|189;Cultural,Italy|133"
14995,"Odd Thomas (Odd Thomas, #1)",Dean Koontz,"Koontz, Dean",,"=""0553384287""","=""9780553384284""",0,3.94,Bantam,Paperback,446,2006,2003,,2015/08/29,to-read,to-read (#137),to-read,,,,0,,,0,,,,,,,"Horror|1479;Fiction|1031;Mystery|726;Fantasy|680;Thriller|576;Fantasy,Paranormal|511"
59780,Cosmicomics,Italo Calvino,"Calvino, Italo","William Weaver, Ανταίος Χρυσοστομίδης, Ελευθερία Κοψιδά","=""0156226006""","=""9780156226004""",0,4.20,Harcourt Brace Jovanovich,Paperback,153,1976,1965,,2015/08/29,to-read,to-read (#136),to-read,,,,0,,,0,,,,,,,"Fiction|391;Short Stories|319;Fantasy|115;Science Fiction|104;European Literature,Italian Literature|97;Literature|71"
9639765,Life on Mars,Tracy K. Smith,"Smith, Tracy K.",,"=""1555975844""","=""9781555975845""",0,4.05,Graywolf Press,Paperback,75,2011,2011,,2015/08/29,to-read,to-read (#135),to-read,,,,0,,,0,,,,,,,Poetry|880;Science Fiction|32
6798263,Bluets,Maggie Nelson,"Nelson, Maggie",,"=""1933517409""","=""9781933517407""",0,4.29,Wave Books,Paperback,112,2009,2009,,2015/08/29,to-read,to-read (#134),to-read,,,,0,,,0,,,,,,,"Poetry|667;Nonfiction|182;Writing,Essays|125;Autobiography,Memoir|65;Philosophy|33"
25703773,El hacedor,Jorge Luis Borges,"Borges, Jorge Luis",,"=""""","=""""",0,4.21,DEBOLS!LLO,Kindle Edition,85,2012,1960,,2015/08/23,to-read,to-read (#205),to-read,,,,0,,,0,,,,,,,Poetry|121;Fiction|63;Short Stories|60;Literature|28;Magical Realism|25
54016,Todos los fuegos el fuego,Julio Cortázar,"Cortázar, Julio",Beatriz Colombi,"=""9681675940""","=""9789681675943""",5,4.30,Fondo de Cultura Economica USA,Hardcover,198,2005,1966,2015/08/18,2015/08/12,,,read,,,,1,,,0,,,,,,"2015-08-12,2015-08-18",
1863845,Solal,Albert Cohen,"Cohen, Albert",,"=""2070372693""","=""9782070372690""",0,4.00,Editions Gallimard,Paperback,473,1981,1930,,2015/08/06,to-read,to-read (#133),to-read,,,,0,,,0,,,,,,,"Cultural,France|9;European Literature,French Literature|4;Fiction|4;Classics|4"
394487,Lorenzaccio,Alfred de Musset,"Musset, Alfred de",,"=""2030347205""","=""9782030347201""",3,3.69,librairie larousse,Paperback,,1977,1834,,2015/08/06,,,read,,,,1,,,0,,,,,,,"Classics|52;Cultural,France|50;Plays,Theatre|31;Plays|28;European Literature,French Literature|19"
1453138,Le Lion,Joseph Kessel,"Kessel, Joseph",,"=""""","=""""",4,3.89,Folio,Mass Market Paperback,243,1998,1958,,2015/08/06,,,read,,,,1,,,0,,,,,,,
184618,Belle du Seigneur,Albert Cohen,"Cohen, Albert",,"=""2070404021""","=""9782070404025""",0,4.13,Gallimard,Mass Market Paperback,1110,1998,1968,,2015/08/06,to-read,to-read (#132),to-read,,,,0,,,0,,,,,,,"Cultural,France|62;Fiction|51;Classics|36"
63137,Niebla ,Miguel de Unamuno,"Unamuno, Miguel de",,"=""8423919153""","=""9788423919154""",3,4.04,Elliot's Books,Paperback,259,1990,1914,,2015/08/06,,,read,,,,1,,,0,,,,,,,"European Literature,Spanish Literature|71;Fiction|62;Classics|60;Cultural,Spain|32;Philosophy|23"
64503,"San Manuel Bueno, mártir",Miguel de Unamuno,"Unamuno, Miguel de",Víctor García de la Concha,"=""8423919102""","=""9788423919109""",4,3.88,Espasa-Calpe,Paperback,172,1991,1930,,2015/08/06,,,read,,,,1,,,0,,,,,,,
106751,Ravage,René Barjavel,"Barjavel, René",,"=""207039428X""","=""9782070394289""",4,3.75,Folio,Mass Market Paperback,361,1996,1943,,2015/07/31,,,read,,,,1,,,0,,,,,,,"Science Fiction|32;Cultural,France|20;Fiction|17"
962174,La fiesta del chivo,Mario Vargas Llosa,"Llosa, Mario Vargas",,"=""8466318704""","=""9788466318709""",3,4.22,Punto de Lectura,Mass Market Paperback,526,2001,2000,,2015/07/26,,,read,,,,1,,,0,,,,,,,"Cultural,Latin American|71;European Literature,Spanish Literature|70;Nobel Prize|52"
12764,The Death of Artemio Cruz,Carlos Fuentes,"Fuentes, Carlos",Alfred MacAdam,"=""0374522839""","=""9780374522834""",5,3.86,"Farrar, Straus and Giroux",Paperback,307,1991,1962,,2015/07/26,,,read,,,,1,,,0,,,,,,,"Cultural,Latin American|51;Literature|27"
762,Crónica de una muerte anunciada,Gabriel García Márquez,"Márquez, Gabriel García",,"=""1400034957""","=""9781400034956""",3,3.95,Vintage Espanol,Paperback,118,2003,1981,,2015/07/26,,,read,,,,1,,,0,,,,,,,"Fiction|1181;Classics|554;Magical Realism|327;Literature|215;Academic,School|203"
129344,Speedboat,Renata Adler,"Adler, Renata",,"=""0060971436""","=""9780060971434""",0,3.84,Harper Perennial,Paperback,192,1988,1976,,2015/07/26,to-read,to-read (#131),to-read,,,,0,,,0,,,,,,,Fiction|239
93242,Ray,Barry Hannah,"Hannah, Barry",,"=""0802133878""","=""9780802133878""",0,3.98,Grove Press,Paperback,128,1994,1980,,2015/07/26,to-read,to-read (#130),to-read,,,,0,,,0,,,,,,,"Fiction|46;American,Southern|9;Novels|8;Literature|6"
222388,The Lime Twig,John Hawkes,"Hawkes, John",Leslie A. Fiedler,"=""0811200655""","=""9780811200653""",0,3.81,New Directions,Paperback,192,1961,1961,,2015/07/26,to-read,to-read (#129),to-read,,,,0,,,0,,,,,,,"Fiction|65;Mystery|10;Mystery,Crime|10;Novels|10"
153426,The Passion According to G.H.,Clarice Lispector,"Lispector, Clarice",Ronald W. Sousa,"=""0816617120""","=""9780816617128""",0,4.13,Univ Of Minnesota Press,Paperback,184,1988,1964,,2015/07/26,to-read,to-read (#128),to-read,,,,0,,,0,,,,,,,"Fiction|136;Cultural,Brazil|49;Novels|27"
38462,Giovanni's Room,James     Baldwin,"Baldwin, James",,"=""0141186356""","=""9780141186351""",0,4.22,,Paperback,159,2000,1956,,2015/07/26,to-read,to-read (#127),to-read,,,,0,,,0,,,,,,,"Fiction|989;Classics|605;Glbt|444;Glbt,Queer|237;Glbt,Gay|127;Novels|125;Cultural,African American|115;Literature|112;Literature,American|103;Romance|87"
92570,The Loser,Thomas Bernhard,"Bernhard, Thomas",Jack Dawson,"=""1400077540""","=""9781400077540""",0,4.07,Vintage,Paperback,208,2006,1983,,2015/07/26,to-read,to-read (#126),to-read,,,,0,,,0,,,,,,,"Fiction|209;European Literature,German Literature|44;Music|39;Literature|33;Novels|33;Classics|30"
11741,Housekeeping,Marilynne Robinson,"Robinson, Marilynne",,"=""0312424094""","=""9780312424091""",0,3.82,Picador,Paperback,219,2004,1980,,2015/07/26,to-read,to-read (#125),to-read,,,,0,,,0,,,,,,,Fiction|1330;Novels|146;Literature|132;Literary Fiction|119;Classics|97
513275,Jakob von Gunten,Robert Walser,"Walser, Robert",Christopher Middleton,"=""0940322218""","=""9780940322219""",0,4.02,New York Review Books Classics,Paperback,176,1999,1909,,2015/07/26,to-read,to-read (#124),to-read,,,,0,,,0,,,,,,,"Fiction|151;European Literature,German Literature|58;Classics|47;Literature|31"
27208,The Third Policeman,Flann O'Brien,"O'Brien, Flann",,"=""156478214X""","=""9781564782144""",0,4.02,Dalkey Archive Press,Paperback,200,1999,1967,,2015/07/26,to-read,to-read (#123),to-read,,,,0,,,0,,,,,,,"Fiction|524;European Literature,Irish Literature|133;Cultural,Ireland|116;Fantasy|115;Classics|78;Humor|77"
89724,We Have Always Lived in the Castle,Shirley Jackson,"Jackson, Shirley",Jonathan Lethem,"=""0143039970""","=""9780143039976""",0,4.05,Penguin,Paperback,160,2006,1962,,2015/07/26,to-read,to-read (#122),to-read,,,,0,,,0,,,,,,,Horror|2176;Fiction|1723;Classics|1344;Gothic|755;Mystery|626
145542,L'Amant,Marguerite Duras,"Duras, Marguerite",,"=""2707306959""","=""9782707306951""",0,3.75,Les Éditions de Minuit,Paperback,142,1984,1984,,2015/07/26,to-read,to-read (#121),to-read,,,,0,,,0,,,,,,,"Fiction|668;Cultural,France|337;Classics|285;Romance|166;European Literature,French Literature|121"
59924,The Lathe of Heaven,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0060512741""","=""9780060512743""",0,4.09,Harper Perennial Modern Classics,Paperback,176,2003,1971,,2015/07/26,to-read,to-read (#120),to-read,,,,0,,,0,,,,,,,"Science Fiction|1639;Fiction|725;Fantasy|444;Science Fiction,Dystopia|206;Science Fiction Fantasy|141;Classics|127;Speculative Fiction|111;Novels|65;Literature,American|46;Literature|39"
46182,In Watermelon Sugar,Richard Brautigan,"Brautigan, Richard",,"=""0099437597""","=""9780099437598""",0,4.03,Vintage Classics,Paperback,144,2002,1968,,2015/07/26,to-read,to-read (#119),to-read,,,,0,,,0,,,,,,,Fiction|41;Classics|22
293625,Child of God,Cormac McCarthy,"McCarthy, Cormac",,"=""0679728740""","=""9780679728740""",0,3.86,Vintage,Paperback,197,1993,1973,,2015/07/26,to-read,to-read (#118),to-read,,,,0,,,0,,,,,,,"Fiction|643;Horror|146;Gothic,Southern Gothic|115;Literature|103;Novels|68"
347413,Sleepless Nights,Elizabeth Hardwick,"Hardwick, Elizabeth",Geoffrey O'Brien,"=""0940322722""","=""9780940322721""",0,3.76,NYRB Classics,Paperback,128,2001,1979,,2015/07/26,to-read,to-read (#117),to-read,,,,0,,,0,,,,,,,Fiction|108;Short Stories|23;Novels|17;Womens|12
